State,Atmospheric Condition,Crash Date,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Wisconsin,Cloudy,2011-02-01,1,Urban-Principal Arterial-Other Freeways or Expressways,52,0.0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,2,1,2
Wyoming,Clear,2011-06-18,1,Urban-Local Road or Street,21,0.25,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,18,6
Alabama,Clear,2011-01-26,1,Rural-Principal Arterial-Other,46,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,26,3
Alaska,Clear,2011-08-07,2,Rural-Local Road or Street,19,0.09,Driver of a Motor Vehicle In-Transport,Yes,American Indian (includes Aleuts and Eskimos),Female,Fatal Injury (K),2011,8,7,7
Arizona,Clear,2011-01-15,1,Urban-Minor Arterial,34,0.17,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,15,6
Arkansas,Snow,2011-02-04,1,Urban-Minor Arterial,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,4,5
Arkansas,Snow,2011-02-04,1,Urban-Minor Arterial,72,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,4,5
California,Clear,2011-01-10,1,Rural-Principal Arterial-Other,28,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,10,1
California,Clear,2011-01-10,1,Rural-Principal Arterial-Other,29,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,10,1
Colorado,Clear,2011-02-26,1,Urban-Other Principal Arterial,17,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,26,6
Colorado,Clear,2011-02-26,1,Urban-Other Principal Arterial,19,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,26,6
Colorado,Clear,2011-02-26,1,Urban-Other Principal Arterial,19,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,26,6
Colorado,Clear,2011-02-26,1,Urban-Other Principal Arterial,52,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,26,6
Connecticut,Snow,2011-02-27,1,Urban-Collector,48,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,27,7
Connecticut,Snow,2011-02-27,1,Urban-Collector,88,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,27,7
Connecticut,Snow,2011-02-27,1,Urban-Collector,90,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,27,7
Florida,Cloudy,2011-01-27,1,Urban-Principal Arterial-Interstate,19,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,27,4
Florida,Cloudy,2011-01-27,1,Urban-Principal Arterial-Interstate,73,0.0,Pedestrian,Unknown,White,Male,Fatal Injury (K),2011,1,27,4
Georgia,Cloudy,2011-01-17,1,Rural-Principal Arterial-Other,39,,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,17,1
Hawaii,Cloudy,2011-06-15,1,Urban-Minor Arterial,37,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,6,15,3
Idaho,Clear,2011-06-16,1,Rural-Major Collector,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,6,16,4
Illinois,Snow,2011-02-06,1,Urban-Other Principal Arterial,40,0.14,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,6,7
Illinois,Snow,2011-02-06,1,Urban-Other Principal Arterial,40,0.19,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,2,6,7
Iowa,Clear,2011-03-10,1,Rural-Principal Arterial-Other,69,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,3,10,4
Iowa,Clear,2011-03-10,1,Rural-Principal Arterial-Other,69,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,3,10,4
Louisiana,Cloudy,2011-02-03,1,Rural-Major Collector,32,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,3,4
Maryland,Clear,2011-02-13,1,Urban-Minor Arterial,52,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,2,13,7
Massachusetts,Clear,2011-06-19,1,Urban-Principal Arterial-Interstate,39,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,6,19,7
Massachusetts,Clear,2011-06-19,1,Urban-Principal Arterial-Interstate,40,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,6,19,7
Minnesota,Snow,2011-03-09,1,Rural-Major Collector,28,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,3,9,3
Mississippi,Clear,2011-01-15,1,Rural-Major Collector,59,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,15,6
Mississippi,Clear,2011-01-15,1,Rural-Major Collector,80,,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,15,6
Montana,Rain,2011-05-29,1,Rural-Principal Arterial-Other,12,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,5,29,7
Montana,Rain,2011-05-29,1,Rural-Principal Arterial-Other,15,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,5,29,7
Montana,Rain,2011-05-29,1,Rural-Principal Arterial-Other,47,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,5,29,7
Montana,Rain,2011-05-29,1,Rural-Principal Arterial-Other,47,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,29,7
Nevada,Clear,2011-03-28,1,Urban-Principal Arterial-Other Freeways or Expressways,21,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,3,28,1
Nevada,Clear,2011-03-28,1,Urban-Principal Arterial-Other Freeways or Expressways,53,0.21,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,28,1
New Hampshire,Clear,2011-06-15,1,Rural-Minor Collector,61,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,6,15,3
New Jersey,Clear,2011-03-07,1,Urban-Other Principal Arterial,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,3,7,1
New Jersey,Clear,2011-03-07,1,Urban-Other Principal Arterial,29,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,7,1
New York,Cloudy,2011-01-27,1,Urban-Minor Arterial,14,0.0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,27,4
North Carolina,Clear,2011-01-23,1,Rural-Major Collector,20,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,23,7
Ohio,Cloudy,2011-02-20,2,Urban-Local Road or Street,18,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,20,7
Oregon,Snow,2011-02-19,1,Rural-Principal Arterial-Other,11,,Passenger of a Motor Vehicle In-Transport,No,,Female,"Injured, Severity Unknown",2011,2,19,6
Oregon,Snow,2011-02-19,1,Rural-Principal Arterial-Other,19,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,19,6
Oregon,Snow,2011-02-19,1,Rural-Principal Arterial-Other,41,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,19,6
Oregon,Snow,2011-02-19,1,Rural-Principal Arterial-Other,41,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,2,19,6
Oregon,Snow,2011-02-19,1,Rural-Principal Arterial-Other,43,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,19,6
Oregon,Snow,2011-02-19,1,Rural-Principal Arterial-Other,45,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,19,6
Oregon,Snow,2011-02-19,1,Rural-Principal Arterial-Other,48,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,2,19,6
Pennsylvania,Clear,2011-01-14,1,Rural-Minor Arterial,32,,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,14,5
Rhode Island,Clear,2011-09-01,1,Urban-Local Road or Street,51,0.16,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,9,1,4
South Carolina,Cloudy,2011-02-05,1,Rural-Major Collector,49,0.28,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,2,5,6
South Carolina,Cloudy,2011-02-05,1,Rural-Major Collector,51,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,5,6
Tennessee,Rain,2011-02-01,1,Urban-Other Principal Arterial,73,,Passenger of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,1,2
Texas,Clear,2011-01-07,1,Urban-Other Principal Arterial,50,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,7,5
Utah,Clear,2011-05-05,1,Rural-Principal Arterial-Interstate,18,,Passenger of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,5,5,4
Utah,Clear,2011-05-05,1,Rural-Principal Arterial-Interstate,19,0.0,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,5,5,4
Utah,Clear,2011-05-05,1,Rural-Principal Arterial-Interstate,19,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,5,5,4
Utah,Clear,2011-05-05,1,Rural-Principal Arterial-Interstate,20,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,5,4
Vermont,Cloudy,2011-10-16,1,Rural-Minor Arterial,78,,Passenger of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,10,16,7
Vermont,Cloudy,2011-10-16,1,Rural-Minor Arterial,80,,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,10,16,7
Virginia,Clear,2011-01-04,1,Urban-Minor Arterial,54,0.17,Pedestrian,Not Reported,Black,Male,Fatal Injury (K),2011,1,4,2
Washington,Clear,2011-02-26,1,Urban-Principal Arterial-Interstate,62,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,26,6
West Virginia,Clear,2011-02-27,1,Rural-Major Collector,19,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,27,7
Wisconsin,Clear,2011-02-02,2,Rural-Principal Arterial-Other,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,2,3
Wisconsin,Clear,2011-02-02,2,Rural-Principal Arterial-Other,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,2,3
Wisconsin,Clear,2011-02-02,2,Rural-Principal Arterial-Other,40,0.0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,2,3
Wisconsin,Clear,2011-02-02,2,Rural-Principal Arterial-Other,56,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,2,3
Wisconsin,Clear,2011-02-02,2,Rural-Principal Arterial-Other,57,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,2,3
Arizona,Clear,2011-01-15,1,Urban-Local Road or Street,33,0.0,Persons In/On Buildings,Not Reported,Unknown,Male,Fatal Injury (K),2011,1,15,6
Arkansas,Clear,2011-02-05,1,Rural-Principal Arterial-Interstate,35,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,All other races,Male,Fatal Injury (K),2011,2,5,6
California,Clear,2011-01-10,1,Urban-Other Principal Arterial,33,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,10,1
Colorado,Clear,2011-02-17,1,Urban-Other Principal Arterial,27,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,17,4
Delaware,Clear,2011-06-13,1,Urban-Collector,18,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,6,13,1
Delaware,Clear,2011-06-13,1,Urban-Collector,37,0.21,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,6,13,1
Georgia,Cloudy,2011-01-17,1,Urban-Minor Arterial,31,,Passenger of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,17,1
Georgia,Cloudy,2011-01-17,1,Urban-Minor Arterial,60,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,17,1
Georgia,Cloudy,2011-01-17,1,Urban-Minor Arterial,69,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,17,1
Hawaii,Clear,2011-06-27,1,Urban-Local Road or Street,76,0.0,Pedestrian,Not Reported,Japanese,Male,Fatal Injury (K),2011,6,27,1
Illinois,Clear,2011-02-05,2,Urban-Local Road or Street,52,0.2,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,5,6
Illinois,Clear,2011-02-05,2,Urban-Local Road or Street,52,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,5,6
Kansas,Clear,2011-02-19,1,Rural-Local Road or Street,43,0.17,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,19,6
Kentucky,Clear,2011-02-04,1,Urban-Local Road or Street,69,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,4,5
Kentucky,Clear,2011-02-04,1,Urban-Local Road or Street,70,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,2,4,5
Louisiana,Rain,2011-02-03,1,Rural-Local Road or Street,53,0.01,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,3,4
Maine,Rain,2011-06-24,1,Rural-Local Road or Street,53,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,24,5
Maryland,Clear,2011-02-12,1,Urban-Minor Arterial,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,2,12,6
Maryland,Clear,2011-02-12,1,Urban-Minor Arterial,53,0.0,Pedestrian,Unknown,White,Male,Fatal Injury (K),2011,2,12,6
Maryland,Clear,2011-02-12,1,Urban-Minor Arterial,56,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,12,6
Massachusetts,Clear,2011-05-26,1,Urban-Local Road or Street,26,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,5,26,4
Minnesota,Cloudy,2011-03-15,2,Rural-Minor Arterial,18,0.0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,15,2
Minnesota,Cloudy,2011-03-15,2,Rural-Minor Arterial,53,0.0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,15,2
Minnesota,Cloudy,2011-03-15,2,Rural-Minor Arterial,59,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,15,2
Missouri,Clear,2011-02-09,1,Urban-Other Principal Arterial,14,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,9,3
Missouri,Clear,2011-02-09,1,Urban-Other Principal Arterial,42,0.17,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,2,9,3
Missouri,Clear,2011-02-09,1,Urban-Other Principal Arterial,47,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,9,3
Nevada,Clear,2011-03-29,2,Urban-Local Road or Street,48,0.03,Driver of a Motor Vehicle In-Transport,Yes,Unknown,Male,Fatal Injury (K),2011,3,29,2
Nevada,Clear,2011-03-29,2,Urban-Local Road or Street,,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,3,29,2
New Jersey,Clear,2011-03-07,1,Urban-Other Principal Arterial,81,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,7,1
New York,Cloudy,2011-01-22,1,Urban-Local Road or Street,21,0.16,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,22,6
North Carolina,Rain,2011-01-01,1,Rural-Local Road or Street,69,0.04,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,1,1,6
North Dakota,Clear,2011-06-27,1,Urban-Local Road or Street,50,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,27,1
Ohio,Cloudy,2011-01-10,1,Urban-Principal Arterial-Interstate,21,0.0,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),2011,1,10,1
Oklahoma,"Sleet, Hail (Freezing Rain or Drizzle)",2011-01-20,1,Rural-Minor Arterial,37,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,20,4
Oregon,Clear,2011-02-19,1,Rural-Minor Arterial,10,,Passenger of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,2,19,6
Oregon,Clear,2011-02-19,1,Rural-Minor Arterial,12,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,19,6
Oregon,Clear,2011-02-19,1,Rural-Minor Arterial,13,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,2,19,6
Oregon,Clear,2011-02-19,1,Rural-Minor Arterial,33,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Non-incapacitating Evident Injury (B),2011,2,19,6
Rhode Island,Clear,2011-09-01,1,Rural-Local Road or Street,25,0.28,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,9,1,4
South Carolina,Clear,2011-02-05,1,Rural-Unknown Rural,54,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,5,6
Tennessee,Clear,2011-01-16,1,Rural-Principal Arterial-Interstate,29,0.13,Pedestrian,No,Black,Male,Fatal Injury (K),2011,1,16,7
Tennessee,Clear,2011-01-16,1,Rural-Principal Arterial-Interstate,47,,Passenger of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,16,7
Tennessee,Clear,2011-01-16,1,Rural-Principal Arterial-Interstate,59,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,16,7
Texas,Clear,2011-01-07,1,Urban-Other Principal Arterial,42,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,7,5
New Jersey,Clear,2011-01-05,1,Urban-Other Principal Arterial,29,0.0,Passenger of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,5,3
New Jersey,Clear,2011-01-05,1,Urban-Other Principal Arterial,72,0.0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,5,3
New York,Cloudy,2011-01-10,1,Rural-Local Road or Street,59,0.23,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,10,1
North Carolina,Clear,2011-01-15,1,Rural-Local Road or Street,50,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,15,6
North Carolina,Clear,2011-01-15,1,Rural-Local Road or Street,77,0.06,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,15,6
North Dakota,Snow,2011-01-14,1,Rural-Minor Arterial,16,0.0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,14,5
North Dakota,Snow,2011-01-14,1,Rural-Minor Arterial,54,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,14,5
Ohio,Clear,2011-01-09,1,Rural-Minor Arterial,39,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,1,9,7
Ohio,Clear,2011-01-09,1,Rural-Minor Arterial,51,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,9,7
Ohio,Clear,2011-01-09,1,Rural-Minor Arterial,52,,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,9,7
Pennsylvania,Snow,2011-01-15,1,Urban-Local Road or Street,36,,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),2011,1,15,6
Rhode Island,Clear,2011-02-20,1,Urban-Other Principal Arterial,28,0.0,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,2,20,7
South Carolina,Clear,2011-01-03,1,Urban-Collector,29,0.0,Pedestrian,Not Reported,Black,Female,Fatal Injury (K),2011,1,3,1
South Carolina,Clear,2011-01-03,1,Urban-Collector,49,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,3,1
South Dakota,Cloudy,2011-02-16,1,Urban-Local Road or Street,49,0.0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,16,3
Tennessee,Clear,2011-01-17,1,Rural-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,17,1
Texas,Clear,2011-01-01,1,Urban-Principal Arterial-Other Freeways or Expressways,25,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,No Injury (O),2011,1,1,6
Utah,Clear,2011-02-12,1,Rural-Principal Arterial-Interstate,20,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,12,6
